"Timestamp","How old are you?","What are your pronouns?","Where are you from?","Where in Italy are you studying/did you study?","Are you an off-site student?","What is your current position?","Is bioinformatics the main focus of your studies?","What is your current degree area? Please select the closest answer that applies. ","Have you ever heard about bioinformatics?","How would you describe bioinformatics in 3 words? Please, write 3 words separated by a comma in small letters, without using any special characters.","Have you ever taken a course in computational biology/bioinformatics?","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [Academia]","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [Industry - Research & Development]","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [Industry - Other (e.g. Data Analyst, Data Scientist, Business & Marketing, ...)]","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [IRCSS (Istituto di Ricovero e Cura a Carattere Scientifico) and hospitals]","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [Science Communication]","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [Teaching]","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [Entrepreneurship]","In your opinion, on a scale of 1 (very improbable) to 5 (most likely), where does a bioinformatician work? [Editorial and publishing services]","On a scale of 1 (very little) to 5 (a lot), how much do you think bioinformatics is involved in the following activities? [Development of new drugs]","On a scale of 1 (very little) to 5 (a lot), how much do you think bioinformatics is involved in the following activities? [Diagnostics]","On a scale of 1 (very little) to 5 (a lot), how much do you think bioinformatics is involved in the following activities? [Characterisation of diseases]","On a scale of 1 (very little) to 5 (a lot), how much do you think bioinformatics is involved in the following activities? [Software development]","On a scale of 1 (very little) to 5 (a lot), how much do you think bioinformatics is involved in the following activities? [Data analysis]","In which university do/did you study or are you doing your PhD?","Which is your ""Classe di laurea""?","In which language is/was your bachelor’s programme held?","In which language is/was your master’s programme held?","Was language an important factor when choosing your degree programme?","If you did an internship abroad during your degree programme, do you think that your knowledge and skills were comparable to those of other international colleagues?","If your answer was “Yes, I felt better trained than other international colleagues”, which skill has made you stand out? ","If your answer was “No, I had the impression that they were better prepared than me”, which shortcoming has hindered you?","How did you discover bioinformatics as a career ?","What is the main reason why you chose a career in bioinformatics?","Do you think your training as a bioinformatician has prepared you to achieve your career goals?","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Bioinformatics algorithms (Genome assembly, alignment, variant calling, …)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Analysis of genomics data]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Analysis of transcriptomics data]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Analysis of proteomics data]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Analysis of metabolomics data]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Structural bioinformatics]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Database development]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Microscopy and imaging data analysis]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Network & systems biology]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Phylogenetics]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Drug design & development]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Mathematical modelling]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Software & tools development]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Statistics and probability]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following areas? Please select only one answer per row. [Artificial intelligence (machine learning and deep learning)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [Programming languages (R, Bash, Python, C++, …)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [SQL/NoSQL database development]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [High Performance Computing cluster usage]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [LINUX environment usage]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [Version control systems usage (GitHub, GitLab, …)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [Workflow languages (Nextflow, Snakemake, WDL, …)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [Containers usage (Docker, Singularity, …)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [Package management systems (Conda, …)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [IDE usage (Visual Studio Code, Pycharm, RStudio, …)]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [Statistical/Benchmarking analyses]","On a scale of 1 (very little) to 5 (a lot), how much do you think that your university training prepared you about the following hard skills? Please select only one answer per row. [Data FAIRness]","If you have already graduated, is there anything you found out after completing your degree programme that you would have liked to have known beforehand?","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [Academia]","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [Industry - Research & Development]","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [Industry - Other (e.g. Data Analyst, Data Scientist, Business & Marketing, ...)]","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [IRCSS (Istituto di Ricovero e Cura a Carattere Scientifico) and hospitals]","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [Science Communication]","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [Teaching]","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [Entrepreneurship]","On a scale of 1 (very improbable) to 5 (most likely), where would you like to work when you finish your training as a bioinformatician?  [Editorial and publishing services]","Where in the world do you see yourself working? Select one or multiple answers.","Do you think that a mentoring program could help you in better design your career path?","How did you come across this survey?","Had you heard about ISCB before this survey?","Had you heard about RSG-Italy before this survey?","Your comments/advice:"
"2022/03/24 4:42:29 pm CET","23-26","He/him","Northern-West Italy (Valle d'Aosta, Liguria, Lombardia, Piemonte)","Northern-West Italy (Valle d'Aosta, Liguria, Lombardia, Piemonte)","No","Master's student","Yes","","","","","","","","","","","","","","","","","","University of Milano La Statale","LM-8 Biotecnologie industriali (Trento, Milano)","Italian","English","No, I think the value of the degree does not change","No, I had the impression that they were better prepared than me","","Lack of experience ","University courses","I enjoy the interdisciplinarity","Yes, but I believe I need additional training","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","5","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","I do not know, I have not finished my studies yet","","1","5","5","5","1","1","1","1","Italy;Europe;North America","Yes, I feel confused about job opportunities","RSG-Italy Telegram channel","Yes","Yes",""
"2022/03/24 4:44:54 pm CET","23-26","He/him","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Yes","Master's student","No","Computer Science","Yes, I'm familiar with the term","big data, unexplored opportunities, future ","Yes","5","4","4","4","2","3","1","1","5","5","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RSG-Italy Telegram channel","No","Yes","In my opinion, there should be more bachelors dedicated to quantitative biology like the Genomics course at Unibo which is the course I'm graduated in and allowed me to pursue a MSc in AI"
"2022/03/24 4:52:42 pm CET","23-26","He/him","Northern-West Italy (Valle d'Aosta, Liguria, Lombardia, Piemonte)","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","No","PhD student (either in academia or industry)","Yes","","","","","","","","","","","","","","","","","","University of Verona","Other","Italian","English","Yes, I think the language is a critical factor, and I think English is better","I do not know, I participated in an Italian internship","","","High school courses","I wanted to work in health research","Yes, but I believe I need additional training","3","4","2","4","1","2","3","2","2","3","3","3","2","4","2","4","3","4","5","2","1","2","2","1","3","2","","5","3","2","4","4","3","3","3","Italy;Europe;North America","No, I think I will figure it out as I gain experience","From friends/colleagues","Yes","Yes",""
"2022/03/24 4:54:39 pm CET","23-26","She/her","Southern Italy (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria)","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Yes","Master's student","Yes","","","","","","","","","","","","","","","","","","University of Trento","LM-8 Biotecnologie industriali (Trento, Milano)","Italian","English","Yes, I think the language is a critical factor, and I think English is better","I do not know, I have not done my curricular internship yet","","","Outside academic environment","High job demand","I do not know, I have not finished my studies yet","5","5","4","4","3","4","1","2","5","4","3","5","2","5","5","4","I do not know, I have not finished my studies yet","1","2","1","1","1","1","5","3","1","","4","5","3","2","1","2","2","1","Italy;Europe;North America;Oceania","Yes, I feel confused about job opportunities","RSG-Italy Telegram channel","Yes","Yes",""
"2022/03/24 5:08:20 pm CET","27-30","He/him","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","No","PhD student (either in academia or industry)","Yes","","","","","","","","","","","","","","","","","","University of Milano La Statale","L-02 Biotecnologie (Rome La Sapienza)","Italian","English","Yes, I think the language is a critical factor, and I think English is better","I do not know, I participated in an Italian internship","","","Social media","I enjoy the interdisciplinarity","Yes, but I believe I need additional training","2","2","2","2","2","2","2","2","3","3","2","3","3","3","2","3","2","3","3","2","2","2","2","2","2","2","","2","5","3","2","1","1","3","1","Europe;North America","No, I think I will figure it out as I gain experience","RSG-Italy Telegram channel","Yes","Yes",""
"2022/03/24 5:34:53 pm CET","27-30","He/him","Southern Italy (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria)","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Yes","Master's student","No","Life Sciences (Biology/Biotechnology)","Yes, I'm familiar with the term","boring,geeky,depressing","Yes","5","2","3","4","3","3","3","1","5","5","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From friends/colleagues","Yes","Yes",""
"2022/03/24 5:45:54 pm CET","23-26","She/her","Central Italy (Toscana, Umbria, Lazio, Marche)","Central Italy (Toscana, Umbria, Lazio, Marche)","No","Master's student","No","Life Sciences (Biology/Biotechnology)","Yes, I'm familiar with the term","Biology, informatic, analysis","No","5","5","5","3","5","3","4","4","5","5","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From friends/colleagues","No","No",""
"2022/03/24 5:48:29 pm CET","23-26","He/him","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Yes","Employed in other academic positions (research assistant, facility technician, …)","Yes","","","","","","","","","","","","","","","","","","University of Trento","LM-8 Biotecnologie industriali (Trento, Milano)","Italian, with some courses in English","English","Yes, I think the language is a critical factor, and I think English is better","I do not know, I participated in an Italian internship","","","University courses","Good salary","Yes, but I believe I need additional training","4","3","2","1","1","3","2","1","3","4","1","3","3","4","5","4","1","2","4","2","1","1","4","2","2","1","How ti interface myself to companies in order to find a job","1","3","3","1","2","1","3","2","Europe","Yes, I feel confused about job opportunities","RSG-Italy Facebook group","Yes","Yes",""
"2022/03/24 5:50:29 pm CET","27-30","He/him","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","Northern-East Italy (Trentino-Alto Adige, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)","No","PhD student (either in academia or industry)","No","Life Sciences (Biology/Biotechnology)","Yes, I'm familiar with the term","Software, analyses, possibilities","No","5","5","5","5","4","5","4","3","5","4","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From friends/colleagues","Yes","Yes",""
"2022/03/24 6:15:55 pm CET","23-26","He/him","Northern-West Italy (Valle d'Aosta, Liguria, Lombardia, Piemonte)","Northern-West Italy (Valle d'Aosta, Liguria, Lombardia, Piemonte)","No","PhD student (either in academia or industry)","No","Life Sciences (Biology/Biotechnology)","Yes, I'm familiar with the term","Analyze, data, modelling","Yes","5","5","5","4","2","3","3","2","5","4","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From friends/colleagues","No","No",""
